patho_niv1;libelle_comorbidite;annee;ntop;ncomorb;proportion_comorb;niveau_prioritaire
Cancers;Traitements antihypertenseurs (hors pathologies);2019;731580;200540;0.274;2
Maladies cardio-neurovasculaires;Diabète;2016;828580;227050;0.274;2
Cancers;Traitements antihypertenseurs (hors pathologies);2020;733350;200930;0.274;2
Traitements psychotropes (hors pathologies);Traitements antihypertenseurs (hors pathologies);2018;5611230;1536790;0.274;1
Cancers;Traitements antihypertenseurs (hors pathologies);2021;735790;201250;0.274;2
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2019;1779170;484780;0.272;3
Insuffisance rénale chronique terminale;Troubles du rythme ou de la conduction cardiaque;2017;52030;14170;0.272;3
Insuffisance rénale chronique terminale;Diabète;2018;39000;10600;0.272;3
Maladies cardio-neurovasculaires;Maladie coronaire chronique;2015;624390;169710;0.272;3
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2015;1569660;426180;0.272;3
Cancers;Traitements antihypertenseurs (hors pathologies);2017;361010;97950;0.271;2
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2015;421130;114180;0.271;3
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2016;1637520;443780;0.271;3
Traitements psychotropes (hors pathologies);Traitements antihypertenseurs (hors pathologies);2019;5485330;1484910;0.271;1
Maladies cardio-neurovasculaires;Diabète;2015;808730;218850;0.271;2
Maladies cardio-neurovasculaires;Diabète;2019;658110;178070;0.271;3
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2018;1742420;470720;0.27;3
Maladies cardio-neurovasculaires;Maladie coronaire chronique;2021;462650;124990;0.27;3
Insuffisance rénale chronique terminale;Troubles du rythme ou de la conduction cardiaque;2019;54600;14740;0.27;3
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2017;1700860;458420;0.27;3
Maladies cardio-neurovasculaires;Maladie coronaire chronique;2019;459940;123750;0.269;3
Maladies neurologiques ou dégénératives;Traitements antihypertenseurs (hors pathologies);2015;258910;69640;0.269;3
Traitements psychotropes (hors pathologies);Traitements antihypertenseurs (hors pathologies);2020;5611830;1509230;0.269;1
Insuffisance rénale chronique terminale;Troubles du rythme ou de la conduction cardiaque;2018;53400;14360;0.269;3
Maladies psychiatriques;Troubles névrotiques et de l'humeur;2017;463610;124660;0.269;3
Traitements du risque vasculaire (hors pathologies);Traitements hypolipémiants (hors pathologies);2018;7296540;1960890;0.269;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2015;265000;71170;0.269;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2015;191580;51430;0.268;3
Maladies psychiatriques;Troubles névrotiques et de l'humeur;2018;471270;126220;0.268;3
Maladies cardio-neurovasculaires;Maladie coronaire chronique;2020;455400;121720;0.267;3
Cancers;Traitements antihypertenseurs (hors pathologies);2018;371680;99280;0.267;2
Maladies psychiatriques;Troubles névrotiques et de l'humeur;2016;454620;121390;0.267;3
Maladies cardio-neurovasculaires;Maladie coronaire chronique;2018;453590;121000;0.267;3
Maladies cardio-neurovasculaires;Diabète;2019;102740;27380;0.267;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2016;198930;52980;0.266;3
Maladies cardio-neurovasculaires;Diabète;2018;660460;175900;0.266;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2016;275170;73220;0.266;3
Maladies cardio-neurovasculaires;Maladie coronaire chronique;2017;449950;119700;0.266;3
Maladies cardio-neurovasculaires;Diabète;2020;98920;26290;0.266;3
Séjours en hospitalisation complète pour prise en charge de la Covid-19;Diabète;2020;196940;52300;0.266;3
Maladies neurologiques ou dégénératives;Traitements antihypertenseurs (hors pathologies);2016;262250;69640;0.266;3
Insuffisance rénale chronique terminale;Troubles du rythme ou de la conduction cardiaque;2016;50460;13400;0.266;3
Cancers;Traitements antihypertenseurs (hors pathologies);2015;3022490;801960;0.265;1
Cancers;Traitements antihypertenseurs (hors pathologies);2019;377020;100030;0.265;2
Séjours en hospitalisation complète pour prise en charge de la Covid-19;Troubles du rythme ou de la conduction cardiaque;2020;196940;52210;0.265;3
Cancers;Traitements antihypertenseurs (hors pathologies);2020;376830;99810;0.265;2
Maladies cardio-neurovasculaires;Diabète;2017;657080;173860;0.265;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2021;231970;61330;0.264;3
Maladies psychiatriques;Troubles névrotiques et de l'humeur;2019;476800;126030;0.264;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2017;206750;54590;0.264;3
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2016;439240;115900;0.264;3
Traitements psychotropes (hors pathologies);Traitements antihypertenseurs (hors pathologies);2021;5756850;1516020;0.263;1
Cancers;Traitements antihypertenseurs (hors pathologies);2021;374910;98690;0.263;2
Maladies cardio-neurovasculaires;Maladie coronaire chronique;2016;439240;115510;0.263;3
Cancers;Traitements antihypertenseurs (hors pathologies);2016;3064910;805750;0.263;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2020;226350;59500;0.263;3
Maladies psychiatriques;Troubles névrotiques et de l'humeur;2015;450960;118420;0.263;3
Maladies cardio-neurovasculaires;Maladies respiratoires chroniques (hors mucoviscidose);2016;828580;217520;0.263;2
Maladies cardio-neurovasculaires;Maladies respiratoires chroniques (hors mucoviscidose);2015;808730;212260;0.262;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2018;213090;55890;0.262;3
Insuffisance rénale chronique terminale;Diabète;2017;37620;9870;0.262;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2019;221110;57980;0.262;3
Maladies neurologiques ou dégénératives;Traitements antihypertenseurs (hors pathologies);2017;265450;69560;0.262;3
Traitements du risque vasculaire (hors pathologies);Traitements hypolipémiants (hors pathologies);2021;7265080;1902980;0.262;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2017;285510;74780;0.262;3
Insuffisance rénale chronique terminale;Troubles du rythme ou de la conduction cardiaque;2020;56130;14700;0.262;3
Maladies cardio-neurovasculaires;Maladies respiratoires chroniques (hors mucoviscidose);2017;848240;221960;0.262;2
Traitements du risque vasculaire (hors pathologies);Traitements hypolipémiants (hors pathologies);2019;7289280;1901400;0.261;3
Maladies cardio-neurovasculaires;Diabète;2016;641730;167370;0.261;3
Séjours en hospitalisation complète pour prise en charge de la Covid-19;Diabète;2021;247100;64340;0.26;3
Maladies cardio-neurovasculaires;Diabète;2018;100380;26100;0.26;3
Cancers;Traitements antihypertenseurs (hors pathologies);2017;3155100;820280;0.26;1
Insuffisance rénale chronique terminale;Troubles du rythme ou de la conduction cardiaque;2021;56880;14780;0.26;3
Maladies neurologiques ou dégénératives;Traitements antihypertenseurs (hors pathologies);2018;268160;69550;0.259;3
Maladies cardio-neurovasculaires;Diabète;2017;98290;25490;0.259;3
Cancers;Traitements antihypertenseurs (hors pathologies);2015;210180;54380;0.259;3
Maladies cardio-neurovasculaires;Maladies respiratoires chroniques (hors mucoviscidose);2018;854060;220950;0.259;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2018;293820;76010;0.259;3
Maladies psychiatriques;Troubles névrotiques et de l'humeur;2020;482160;124590;0.258;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2021;312520;80750;0.258;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2020;306660;79210;0.258;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antihypertenseurs (hors pathologies);2019;301260;77770;0.258;3
Insuffisance rénale chronique terminale;Troubles du rythme ou de la conduction cardiaque;2015;48960;12630;0.258;3
Maladies cardio-neurovasculaires;Maladies respiratoires chroniques (hors mucoviscidose);2019;854720;220460;0.258;2
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2017;449950;115980;0.258;3
Cancers;Traitements antihypertenseurs (hors pathologies);2016;214320;55200;0.258;3
Maladies cardio-neurovasculaires;Diabète;2015;624390;160790;0.258;3
Cancers;Traitements antihypertenseurs (hors pathologies);2015;826550;212850;0.258;3
Maladies cardio-neurovasculaires;Diabète;2015;100010;25730;0.257;3
Maladies neurologiques ou dégénératives;Traitements antihypertenseurs (hors pathologies);2019;270180;69500;0.257;3
Traitements du risque vasculaire (hors pathologies);Traitements hypolipémiants (hors pathologies);2020;7256280;1866550;0.257;3
Cancers;Traitements antihypertenseurs (hors pathologies);2018;3252990;836610;0.257;1
Cancers;Traitements antihypertenseurs (hors pathologies);2019;3324170;851520;0.256;1
Cancers;Traitements antihypertenseurs (hors pathologies);2016;828770;212240;0.256;3
Cancers;Traitements antihypertenseurs (hors pathologies);2020;3348580;857190;0.256;1
Maladies cardio-neurovasculaires;Diabète;2016;95860;24540;0.256;3
Maladies neurologiques ou dégénératives;Traitements antihypertenseurs (hors pathologies);2020;270800;69310;0.256;3
Insuffisance rénale chronique terminale;Diabète;2016;36180;9260;0.256;3
Cancers;Traitements antihypertenseurs (hors pathologies);2021;3380330;862450;0.255;1
Maladies cardio-neurovasculaires;Maladie coronaire chronique;2015;421130;107410;0.255;3
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2020;455400;116040;0.255;3
Maladies neurologiques ou dégénératives;Traitements antihypertenseurs (hors pathologies);2021;271290;69100;0.255;3
Maladies psychiatriques;Troubles névrotiques et de l'humeur;2021;488060;124300;0.255;3
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2018;453590;115520;0.255;3
Cancers;Traitements antihypertenseurs (hors pathologies);2017;849970;215700;0.254;3
Cancers;Traitements antihypertenseurs (hors pathologies);2016;147360;37330;0.253;3
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2015;39670;10030;0.253;3
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2019;459940;116180;0.253;3
Cancers;Traitements antihypertenseurs (hors pathologies);2017;219210;55290;0.252;3
Cancers;Traitements antihypertenseurs (hors pathologies);2015;134300;33790;0.252;3
Cancers;Traitements antihypertenseurs (hors pathologies);2018;883380;222180;0.252;3
Cancers;Traitements antihypertenseurs (hors pathologies);2019;917090;230500;0.251;3
Cancers;Traitements antihypertenseurs (hors pathologies);2020;940250;236310;0.251;3
Cancers;Traitements antihypertenseurs (hors pathologies);2017;155780;39150;0.251;3
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2021;462650;116210;0.251;3
Traitements psychotropes (hors pathologies);Traitements antihypertenseurs (hors pathologies);2015;2936160;735440;0.25;3
Cancers;Traitements antihypertenseurs (hors pathologies);2021;951760;238380;0.25;3
Insuffisance rénale chronique terminale;Diabète;2015;34720;8660;0.249;3
Maladies psychiatriques;Troubles névrotiques et de l'humeur;2018;581140;144820;0.249;3
Cancers;Traitements antihypertenseurs (hors pathologies);2015;1590340;396260;0.249;2
Traitements psychotropes (hors pathologies);Traitements antihypertenseurs (hors pathologies);2016;2937940;730970;0.249;3
Maladies cardio-neurovasculaires;Maladies respiratoires chroniques (hors mucoviscidose);2020;837460;208310;0.249;2
Cancers;Traitements antihypertenseurs (hors pathologies);2018;223860;55550;0.248;3
Cancers;Traitements antihypertenseurs (hors pathologies);2016;1625310;402390;0.248;2
Traitements psychotropes (hors pathologies);Traitements antihypertenseurs (hors pathologies);2017;2935340;724140;0.247;3
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2017;42450;10470;0.247;3
Cancers;Traitements antihypertenseurs (hors pathologies);2019;227370;56040;0.246;3
Maladies cardio-neurovasculaires;Traitements antihypertenseurs (hors pathologies);2016;41900;10310;0.246;3
Maladies neurologiques ou dégénératives;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2021;713050;175190;0.246;3
Cancers;Traitements antihypertenseurs (hors pathologies);2017;1682970;413150;0.245;2
Cancers;Traitements antihypertenseurs (hors pathologies);2020;226380;55510;0.245;3
Cancers;Traitements antihypertenseurs (hors pathologies);2018;154600;37880;0.245;3
Cancers;Traitements antihypertenseurs (hors pathologies);2021;232210;56790;0.245;3
Traitements psychotropes (hors pathologies);Traitements antihypertenseurs (hors pathologies);2018;2939230;716170;0.244;3
Maladies cardio-neurovasculaires;Maladies respiratoires chroniques (hors mucoviscidose);2021;833500;203090;0.244;2
Maladies neurologiques ou dégénératives;Traitements antihypertenseurs (hors pathologies);2021;713050;173670;0.244;3
Cancers;Traitements antihypertenseurs (hors pathologies);2018;1739090;423130;0.243;2
Maladies neurologiques ou dégénératives;Traitements antihypertenseurs (hors pathologies);2015;740240;179880;0.243;3
Cancers;Traitements antihypertenseurs (hors pathologies);2020;1801320;437110;0.243;2
Maladies du foie ou du pancréas (hors mucoviscidose);Diabète;2021;599160;145390;0.243;3
Maladies neurologiques ou dégénératives;Traitements antihypertenseurs (hors pathologies);2016;755400;183290;0.243;3
Cancers;Traitements antihypertenseurs (hors pathologies);2019;1783330;432700;0.243;2
Cancers;Traitements antihypertenseurs (hors pathologies);2019;149590;36290;0.243;3
Autres affections de longue durée (dont 31 et 32);Traitements antihypertenseurs (hors pathologies);2015;1652010;400020;0.242;3
Cancers;Traitements antihypertenseurs (hors pathologies);2021;1823190;441400;0.242;2
Traitements psychotropes (hors pathologies);Traitements antihypertenseurs (hors pathologies);2019;2936040;710090;0.242;3
Maladies cardio-neurovasculaires;Maladies respiratoires chroniques (hors mucoviscidose);2015;624390;150980;0.242;3
Maladies cardio-neurovasculaires;Maladies respiratoires chroniques (hors mucoviscidose);2016;641730;155030;0.242;3
Maladies neurologiques ou dégénératives;Traitements antihypertenseurs (hors pathologies);2020;728200;175730;0.241;3
Cancers;Traitements antihypertenseurs (hors pathologies);2020;142220;34290;0.241;3
Traitements psychotropes (hors pathologies);Traitements antihypertenseurs (hors pathologies);2020;3008770;725310;0.241;3
Maladies cardio-neurovasculaires;Maladies respiratoires chroniques (hors mucoviscidose);2017;657080;158300;0.241;3
Maladies neurologiques ou dégénératives;Traitements antihypertenseurs (hors pathologies);2017;768900;185190;0.241;3
